post_id,creator_id,title,post_type,access_level,minimum_tier_id,published_at,is_pinned
po_00145,cr_0002,Thoughts on #145,article,patron_only,ti_00003,2024-12-15 00:00:00,False
po_00146,cr_0002,Q&A Session #146,audio,public,,2024-12-04 00:00:00,False
po_00147,cr_0003,New Article #147,article,patron_only,ti_00005,2023-01-04 00:00:00,False
po_00148,cr_0003,Thoughts on #148,article,patron_only,ti_00005,2023-01-06 00:00:00,False
po_00149,cr_0003,Update Post #149,article,patron_only,ti_00006,2023-01-22 00:00:00,False
po_00150,cr_0003,Project Files #150,file,public,,2023-01-12 00:00:00,False
po_00151,cr_0003,Bonus Content #151,file,patron_only,ti_00006,2023-01-11 00:00:00,False
po_00152,cr_0003,Project Files #152,file,patron_only,ti_00005,2023-02-27 00:00:00,False
po_00153,cr_0003,Thoughts on #153,article,public,,2023-03-25 00:00:00,False
po_00154,cr_0003,Thoughts on #154,article,patron_only,ti_00005,2023-03-14 00:00:00,False
po_00155,cr_0003,WIP Preview #155,image,public,,2023-05-19 00:00:00,False
po_00156,cr_0003,Thoughts on #156,article,patron_only,ti_00005,2023-06-09 00:00:00,False
po_00157,cr_0003,Template Download #157,file,patron_only,ti_00006,2023-06-23 00:00:00,False
po_00158,cr_0003,Bonus Content #158,file,patron_only,ti_00005,2023-06-02 00:00:00,False
po_00159,cr_0003,Thoughts on #159,article,patron_only,ti_00005,2023-06-27 00:00:00,False
po_00160,cr_0003,WIP Preview #160,image,patron_only,ti_00005,2023-06-12 00:00:00,False
po_00161,cr_0003,Thoughts on #161,article,patron_only,ti_00005,2023-06-21 00:00:00,False
po_00162,cr_0003,Thoughts on #162,article,patron_only,ti_00006,2023-07-21 00:00:00,False
po_00163,cr_0003,Update Post #163,article,public,,2023-09-12 00:00:00,False
po_00164,cr_0003,Thoughts on #164,article,public,,2023-10-09 00:00:00,False
po_00165,cr_0003,Exclusive Sketch #165,image,patron_only,ti_00005,2023-11-26 00:00:00,False
po_00166,cr_0003,Thoughts on #166,article,patron_only,ti_00006,2023-11-01 00:00:00,False
po_00167,cr_0003,WIP Preview #167,image,public,,2023-12-11 00:00:00,False
po_00168,cr_0003,Project Files #168,file,patron_only,ti_00005,2023-12-04 00:00:00,False
po_00169,cr_0003,New Article #169,article,patron_only,ti_00005,2023-12-11 00:00:00,False
po_00170,cr_0003,Thoughts on #170,article,patron_only,ti_00005,2023-12-25 00:00:00,False
po_00171,cr_0003,Resource Pack #171,file,patron_only,ti_00006,2023-12-13 00:00:00,False
po_00172,cr_0003,Thoughts on #172,article,public,,2023-12-13 00:00:00,False
po_00173,cr_0003,Exclusive Sketch #173,image,public,,2024-01-04 00:00:00,False
po_00174,cr_0003,Final Piece #174,image,patron_only,ti_00005,2024-01-02 00:00:00,False
po_00175,cr_0003,Final Piece #175,image,patron_only,ti_00006,2024-01-09 00:00:00,False
po_00176,cr_0003,Template Download #176,file,patron_only,ti_00005,2024-02-09 00:00:00,False
po_00177,cr_0003,Exclusive Sketch #177,image,patron_only,ti_00006,2024-02-19 00:00:00,False
po_00178,cr_0003,New Article #178,article,patron_only,ti_00005,2024-03-16 00:00:00,False
po_00179,cr_0003,Final Piece #179,image,patron_only,ti_00005,2024-03-02 00:00:00,False
po_00180,cr_0003,Weekly Newsletter #180,article,public,,2024-04-09 00:00:00,False
po_00181,cr_0003,Weekly Newsletter #181,article,patron_only,ti_00005,2024-04-10 00:00:00,False
po_00182,cr_0003,New Artwork #182,image,patron_only,ti_00005,2024-04-25 00:00:00,False
po_00183,cr_0003,Exclusive Sketch #183,image,patron_only,ti_00005,2024-05-26 00:00:00,False
po_00184,cr_0003,Resource Pack #184,file,public,,2024-05-01 00:00:00,False
po_00185,cr_0003,New Article #185,article,patron_only,ti_00005,2024-05-22 00:00:00,False
po_00186,cr_0003,Final Piece #186,image,patron_only,ti_00005,2024-05-10 00:00:00,False
po_00187,cr_0003,Exclusive Sketch #187,image,patron_only,ti_00005,2024-06-02 00:00:00,False
po_00188,cr_0003,Exclusive Sketch #188,image,patron_only,ti_00005,2024-06-06 00:00:00,False
po_00189,cr_0003,Exclusive Sketch #189,image,patron_only,ti_00005,2024-06-19 00:00:00,False
po_00190,cr_0003,New Article #190,article,patron_only,ti_00006,2024-07-12 00:00:00,False
po_00191,cr_0003,WIP Preview #191,image,patron_only,ti_00005,2024-07-15 00:00:00,False
po_00192,cr_0003,WIP Preview #192,image,patron_only,ti_00005,2024-08-03 00:00:00,False
po_00193,cr_0003,Template Download #193,file,patron_only,ti_00005,2024-08-13 00:00:00,False
po_00194,cr_0003,Final Piece #194,image,patron_only,ti_00005,2024-08-12 00:00:00,False
po_00195,cr_0003,Weekly Newsletter #195,article,patron_only,ti_00005,2024-08-06 00:00:00,False
po_00196,cr_0003,Weekly Newsletter #196,article,public,,2024-09-18 00:00:00,False
po_00197,cr_0003,Template Download #197,file,public,,2024-09-22 00:00:00,False
po_00198,cr_0003,Weekly Newsletter #198,article,patron_only,ti_00005,2024-09-15 00:00:00,False
po_00199,cr_0003,WIP Preview #199,image,patron_only,ti_00006,2024-09-18 00:00:00,False
po_00200,cr_0003,Weekly Newsletter #200,article,public,,2024-09-25 00:00:00,False
po_00201,cr_0003,Final Piece #201,image,patron_only,ti_00006,2024-10-14 00:00:00,False
po_00202,cr_0003,Thoughts on #202,article,patron_only,ti_00005,2024-10-26 00:00:00,False
po_00203,cr_0003,Resource Pack #203,file,patron_only,ti_00006,2024-11-15 00:00:00,False
po_00204,cr_0003,Project Files #204,file,patron_only,ti_00005,2024-11-02 00:00:00,False
po_00205,cr_0003,New Artwork #205,image,patron_only,ti_00006,2024-11-03 00:00:00,False
po_00206,cr_0003,Project Files #206,file,patron_only,ti_00005,2024-11-23 00:00:00,False
po_00207,cr_0004,Thoughts on #207,article,patron_only,ti_00007,2023-01-04 00:00:00,False
po_00208,cr_0004,Weekly Newsletter #208,article,patron_only,ti_00007,2023-01-08 00:00:00,False
po_00209,cr_0004,New Episode #209,audio,patron_only,ti_00007,2023-01-26 00:00:00,False
po_00210,cr_0004,Final Piece #210,image,patron_only,ti_00007,2023-01-18 00:00:00,False
po_00211,cr_0004,New Artwork #211,image,patron_only,ti_00008,2023-01-04 00:00:00,False
po_00212,cr_0004,Final Piece #212,image,patron_only,ti_00008,2023-01-27 00:00:00,False
po_00213,cr_0004,Monthly Update #213,audio,patron_only,ti_00007,2023-02-27 00:00:00,False
po_00214,cr_0004,WIP Preview #214,image,patron_only,ti_00007,2023-04-24 00:00:00,False
po_00215,cr_0004,Q&A Session #215,audio,patron_only,ti_00007,2023-05-08 00:00:00,False
po_00216,cr_0004,Thoughts on #216,article,patron_only,ti_00007,2023-05-02 00:00:00,False
po_00217,cr_0004,Exclusive Sketch #217,image,patron_only,ti_00007,2023-06-21 00:00:00,False
po_00218,cr_0004,Final Piece #218,image,patron_only,ti_00007,2023-06-04 00:00:00,False
po_00219,cr_0004,Exclusive Sketch #219,image,patron_only,ti_00007,2023-07-09 00:00:00,False
po_00220,cr_0004,Monthly Update #220,audio,public,,2023-07-28 00:00:00,True
po_00221,cr_0004,New Artwork #221,image,public,,2023-09-23 00:00:00,False
po_00222,cr_0004,Update Post #222,article,patron_only,ti_00007,2023-09-11 00:00:00,False
po_00223,cr_0004,New Article #223,article,patron_only,ti_00008,2023-10-07 00:00:00,False
po_00224,cr_0004,Bonus Content #224,audio,patron_only,ti_00007,2023-10-15 00:00:00,False
po_00225,cr_0004,Monthly Update #225,audio,patron_only,ti_00007,2023-11-01 00:00:00,False
po_00226,cr_0004,Q&A Session #226,audio,patron_only,ti_00007,2023-11-11 00:00:00,False
po_00227,cr_0004,New Artwork #227,image,patron_only,ti_00007,2023-11-03 00:00:00,False
po_00228,cr_0004,Weekly Newsletter #228,article,patron_only,ti_00007,2023-11-10 00:00:00,False
po_00229,cr_0004,Monthly Update #229,audio,patron_only,ti_00007,2023-11-02 00:00:00,False
po_00230,cr_0004,Update Post #230,article,public,,2023-12-20 00:00:00,False
po_00231,cr_0004,Weekly Newsletter #231,article,patron_only,ti_00008,2023-12-24 00:00:00,True
po_00232,cr_0004,Q&A Session #232,audio,patron_only,ti_00007,2023-12-23 00:00:00,False
po_00233,cr_0004,New Article #233,article,patron_only,ti_00008,2023-12-01 00:00:00,False
po_00234,cr_0004,Final Piece #234,image,patron_only,ti_00007,2023-12-06 00:00:00,False
po_00235,cr_0004,New Artwork #235,image,public,,2024-01-08 00:00:00,False
po_00236,cr_0004,Thoughts on #236,article,patron_only,ti_00008,2024-01-08 00:00:00,False
po_00237,cr_0004,Thoughts on #237,article,patron_only,ti_00008,2024-01-05 00:00:00,False
po_00238,cr_0004,Q&A Session #238,audio,patron_only,ti_00007,2024-01-19 00:00:00,False
po_00239,cr_0004,Final Piece #239,image,patron_only,ti_00008,2024-02-08 00:00:00,False
po_00240,cr_0004,Q&A Session #240,audio,patron_only,ti_00008,2024-02-21 00:00:00,False
po_00241,cr_0004,Q&A Session #241,audio,patron_only,ti_00007,2024-02-25 00:00:00,False
po_00242,cr_0004,Final Piece #242,image,patron_only,ti_00007,2024-02-08 00:00:00,False
po_00243,cr_0004,Final Piece #243,image,patron_only,ti_00007,2024-02-20 00:00:00,False
po_00244,cr_0004,Exclusive Sketch #244,image,patron_only,ti_00007,2024-03-17 00:00:00,False
po_00245,cr_0004,Bonus Content #245,audio,patron_only,ti_00007,2024-03-17 00:00:00,False
po_00246,cr_0004,New Artwork #246,image,patron_only,ti_00008,2024-03-03 00:00:00,False
po_00247,cr_0004,Final Piece #247,image,public,,2024-03-10 00:00:00,False
po_00248,cr_0004,Thoughts on #248,article,patron_only,ti_00007,2024-04-13 00:00:00,False
po_00249,cr_0004,Update Post #249,article,public,,2024-05-05 00:00:00,True
po_00250,cr_0004,New Episode #250,audio,public,,2024-06-17 00:00:00,False
po_00251,cr_0004,Update Post #251,article,patron_only,ti_00008,2024-06-12 00:00:00,False
po_00252,cr_0004,Thoughts on #252,article,patron_only,ti_00008,2024-08-06 00:00:00,False
po_00253,cr_0004,Monthly Update #253,audio,patron_only,ti_00007,2024-08-05 00:00:00,False
po_00254,cr_0004,Exclusive Sketch #254,image,public,,2024-10-08 00:00:00,False
po_00255,cr_0004,New Article #255,article,patron_only,ti_00007,2024-10-21 00:00:00,False
po_00256,cr_0004,Monthly Update #256,audio,public,,2024-10-11 00:00:00,False
po_00257,cr_0004,Bonus Content #257,audio,patron_only,ti_00007,2024-11-01 00:00:00,False
po_00258,cr_0004,Monthly Update #258,audio,patron_only,ti_00007,2024-11-28 00:00:00,False
po_00259,cr_0004,Monthly Update #259,audio,patron_only,ti_00008,2024-12-11 00:00:00,False
po_00260,cr_0004,New Artwork #260,image,patron_only,ti_00007,2024-12-20 00:00:00,False
po_00261,cr_0004,New Article #261,article,patron_only,ti_00007,2024-12-16 00:00:00,False
po_00262,cr_0005,Project Files #262,file,patron_only,ti_00010,2023-01-20 00:00:00,False
po_00263,cr_0005,Weekly Newsletter #263,article,patron_only,ti_00010,2023-01-08 00:00:00,False
po_00264,cr_0005,WIP Preview #264,image,patron_only,ti_00010,2023-01-22 00:00:00,False
po_00265,cr_0005,Final Piece #265,image,patron_only,ti_00009,2023-02-16 00:00:00,False
po_00266,cr_0005,Template Download #266,file,patron_only,ti_00009,2023-02-23 00:00:00,False
po_00267,cr_0005,Template Download #267,file,patron_only,ti_00010,2023-02-24 00:00:00,False
po_00268,cr_0005,Bonus Content #268,file,patron_only,ti_00010,2023-02-09 00:00:00,False
po_00269,cr_0005,New Artwork #269,image,patron_only,ti_00010,2023-02-12 00:00:00,False
po_00270,cr_0005,Resource Pack #270,file,patron_only,ti_00009,2023-03-14 00:00:00,False
po_00271,cr_0005,Update Post #271,article,patron_only,ti_00010,2023-03-26 00:00:00,False
po_00272,cr_0005,Bonus Content #272,file,patron_only,ti_00010,2023-03-05 00:00:00,False
po_00273,cr_0005,Final Piece #273,image,patron_only,ti_00009,2023-03-14 00:00:00,False
po_00274,cr_0005,Bonus Content #274,file,patron_only,ti_00009,2023-04-05 00:00:00,False
po_00275,cr_0005,Update Post #275,article,patron_only,ti_00009,2023-05-08 00:00:00,False
po_00276,cr_0005,Final Piece #276,image,public,,2023-05-11 00:00:00,False
po_00277,cr_0005,Update Post #277,article,public,,2023-05-04 00:00:00,False
po_00278,cr_0005,Final Piece #278,image,patron_only,ti_00010,2023-06-13 00:00:00,False
po_00279,cr_0005,Final Piece #279,image,patron_only,ti_00009,2023-06-18 00:00:00,False
po_00280,cr_0005,WIP Preview #280,image,patron_only,ti_00009,2023-06-11 00:00:00,False
po_00281,cr_0005,Bonus Content #281,file,patron_only,ti_00010,2023-07-13 00:00:00,False
po_00282,cr_0005,Final Piece #282,image,patron_only,ti_00010,2023-07-26 00:00:00,False
po_00283,cr_0005,Template Download #283,file,patron_only,ti_00009,2023-07-17 00:00:00,False
po_00284,cr_0005,Update Post #284,article,patron_only,ti_00009,2023-07-03 00:00:00,True
po_00285,cr_0005,Weekly Newsletter #285,article,public,,2023-07-05 00:00:00,False
po_00286,cr_0005,Bonus Content #286,file,public,,2023-07-14 00:00:00,False
po_00287,cr_0005,Template Download #287,file,patron_only,ti_00010,2023-07-13 00:00:00,False
po_00288,cr_0005,Project Files #288,file,patron_only,ti_00009,2023-08-11 00:00:00,False
po_00289,cr_0005,Project Files #289,file,patron_only,ti_00009,2023-08-07 00:00:00,False
po_00290,cr_0005,Update Post #290,article,patron_only,ti_00009,2023-08-03 00:00:00,False
po_00291,cr_0005,Final Piece #291,image,patron_only,ti_00009,2023-09-25 00:00:00,False
po_00292,cr_0005,Weekly Newsletter #292,article,patron_only,ti_00009,2023-09-25 00:00:00,False
po_00293,cr_0005,Bonus Content #293,file,patron_only,ti_00009,2023-09-10 00:00:00,False
po_00294,cr_0005,Exclusive Sketch #294,image,patron_only,ti_00009,2023-09-26 00:00:00,False
po_00295,cr_0005,New Article #295,article,public,,2023-09-27 00:00:00,False
po_00296,cr_0005,Final Piece #296,image,patron_only,ti_00009,2023-10-26 00:00:00,False
po_00297,cr_0005,Final Piece #297,image,patron_only,ti_00010,2023-10-10 00:00:00,False
po_00298,cr_0005,New Artwork #298,image,patron_only,ti_00010,2023-11-24 00:00:00,False
po_00299,cr_0005,Resource Pack #299,file,patron_only,ti_00009,2023-11-01 00:00:00,False
po_00300,cr_0005,Bonus Content #300,file,public,,2023-11-14 00:00:00,False
