pledge_id,patron_id,creator_id,tier_id,pledge_amount_usd,pledge_status,is_first_pledge,started_at,ended_at,pause_started_at,churn_reason
pl_000070,pa_00049,cr_0454,ti_01226,11.39,cancelled,True,2023-05-08 00:00:00,2023-06-07 00:00:00,,voluntary
pl_000071,pa_00050,cr_0335,ti_00822,37.13,active,True,2023-11-26 00:00:00,,,
pl_000072,pa_00051,cr_0309,ti_00729,11.93,active,True,2023-06-13 00:00:00,,,
pl_000073,pa_00052,cr_0116,ti_00265,12.99,active,True,2023-05-02 00:00:00,,,
pl_000074,pa_00053,cr_0309,ti_00729,11.93,cancelled,True,2023-09-24 00:00:00,2024-03-22 00:00:00,,voluntary
pl_000075,pa_00054,cr_0297,ti_00692,3.75,cancelled,True,2023-10-21 00:00:00,2024-09-15 00:00:00,,voluntary
pl_000076,pa_00055,cr_0049,ti_00112,12.28,cancelled,True,2023-04-08 00:00:00,2023-05-08 00:00:00,,payment_failed
pl_000077,pa_00055,cr_0465,ti_01269,3.68,cancelled,False,2023-04-25 00:00:00,2023-06-24 00:00:00,,payment_failed
pl_000078,pa_00056,cr_0109,ti_00248,8.52,active,True,2023-08-11 00:00:00,,,
pl_000079,pa_00057,cr_0200,ti_00456,3.38,active,True,2024-06-01 00:00:00,,,
pl_000080,pa_00058,cr_0432,ti_01150,7.01,cancelled,True,2023-06-01 00:00:00,2023-07-01 00:00:00,,payment_failed
pl_000081,pa_00058,cr_0384,ti_00984,34.22,cancelled,False,2023-05-13 00:00:00,2023-08-11 00:00:00,,voluntary
pl_000082,pa_00059,cr_0470,ti_01291,42.83,active,True,2024-04-13 00:00:00,,,
pl_000083,pa_00059,cr_0352,ti_00875,10.27,active,False,2024-03-24 00:00:00,,,
pl_000084,pa_00060,cr_0247,ti_00572,13.34,cancelled,True,2023-08-30 00:00:00,2023-11-28 00:00:00,,payment_failed
pl_000085,pa_00060,cr_0301,ti_00701,2.3,cancelled,False,2023-09-15 00:00:00,2024-10-09 00:00:00,,payment_failed
pl_000086,pa_00061,cr_0211,ti_00483,3.15,cancelled,True,2023-06-20 00:00:00,2024-07-14 00:00:00,,creator_removed
pl_000087,pa_00061,cr_0475,ti_01310,14.37,cancelled,False,2023-06-06 00:00:00,2023-07-06 00:00:00,,payment_failed
pl_000088,pa_00062,cr_0022,ti_00046,2.33,cancelled,True,2023-06-13 00:00:00,2023-07-13 00:00:00,,voluntary
pl_000089,pa_00062,cr_0001,ti_00001,2.81,cancelled,False,2023-06-03 00:00:00,2024-09-25 00:00:00,,payment_failed
pl_000090,pa_00063,cr_0357,ti_00890,4.33,cancelled,True,2023-11-27 00:00:00,2024-03-26 00:00:00,,voluntary
pl_000091,pa_00063,cr_0298,ti_00695,12.92,cancelled,False,2023-11-29 00:00:00,2023-12-29 00:00:00,,payment_failed
pl_000092,pa_00064,cr_0091,ti_00205,3.13,active,True,2023-04-09 00:00:00,,,
pl_000093,pa_00065,cr_0264,ti_00613,4.48,active,True,2024-04-16 00:00:00,,,
pl_000094,pa_00066,cr_0095,ti_00214,4.29,cancelled,True,2023-11-06 00:00:00,2024-12-30 00:00:00,,voluntary
pl_000095,pa_00067,cr_0316,ti_00754,10.75,cancelled,True,2023-04-25 00:00:00,2023-05-25 00:00:00,,payment_failed
pl_000096,pa_00068,cr_0303,ti_00709,3.22,cancelled,True,2023-07-10 00:00:00,2023-09-08 00:00:00,,voluntary
pl_000097,pa_00069,cr_0401,ti_01044,7.88,cancelled,True,2023-04-07 00:00:00,2023-05-07 00:00:00,,payment_failed
pl_000098,pa_00069,cr_0364,ti_00914,3.77,cancelled,False,2023-04-14 00:00:00,2024-02-08 00:00:00,,payment_failed
pl_000099,pa_00070,cr_0438,ti_01170,3.65,cancelled,True,2023-07-24 00:00:00,2023-08-23 00:00:00,,voluntary
pl_000100,pa_00071,cr_0435,ti_01161,10.95,active,True,2023-07-21 00:00:00,,,
pl_000101,pa_00071,cr_0076,ti_00172,13.39,cancelled,False,2023-08-06 00:00:00,2023-09-05 00:00:00,,voluntary
pl_000102,pa_00072,cr_0341,ti_00840,8.48,active,True,2023-07-26 00:00:00,,,
pl_000103,pa_00073,cr_0464,ti_01267,34.23,cancelled,True,2023-12-20 00:00:00,2024-02-18 00:00:00,,voluntary
pl_000104,pa_00074,cr_0059,ti_00133,2.12,cancelled,True,2024-01-15 00:00:00,2024-09-11 00:00:00,,payment_failed
pl_000105,pa_00075,cr_0200,ti_00457,10.54,cancelled,True,2023-10-01 00:00:00,2023-12-30 00:00:00,,voluntary
pl_000106,pa_00076,cr_0272,ti_00633,13.35,cancelled,True,2023-06-11 00:00:00,2023-10-09 00:00:00,,payment_failed
pl_000107,pa_00076,cr_0062,ti_00141,10.95,active,False,2023-06-16 00:00:00,,,
pl_000108,pa_00077,cr_0152,ti_00347,14.94,cancelled,True,2023-04-06 00:00:00,2023-05-06 00:00:00,,creator_removed
pl_000109,pa_00077,cr_0298,ti_00695,12.92,cancelled,False,2023-04-17 00:00:00,2023-05-17 00:00:00,,payment_failed
pl_000110,pa_00077,cr_0253,ti_00587,10.29,cancelled,False,2023-04-07 00:00:00,2023-05-07 00:00:00,,payment_failed
pl_000111,pa_00077,cr_0484,ti_01346,11.14,active,False,2023-04-20 00:00:00,,,
pl_000112,pa_00078,cr_0481,ti_01334,10.34,active,True,2024-02-18 00:00:00,,,
pl_000113,pa_00079,cr_0076,ti_00172,13.39,cancelled,True,2023-06-29 00:00:00,2024-07-23 00:00:00,,payment_failed
pl_000114,pa_00080,cr_0185,ti_00423,3.65,cancelled,True,2023-09-05 00:00:00,2023-10-05 00:00:00,,voluntary
pl_000115,pa_00081,cr_0472,ti_01297,3.68,cancelled,True,2023-12-02 00:00:00,2024-07-29 00:00:00,,voluntary
pl_000116,pa_00082,cr_0466,ti_01273,4.56,cancelled,True,2023-08-18 00:00:00,2024-05-14 00:00:00,,voluntary
pl_000117,pa_00082,cr_0187,ti_00427,2.32,active,False,2023-08-20 00:00:00,,,
pl_000118,pa_00083,cr_0395,ti_01022,4.24,cancelled,True,2023-10-23 00:00:00,2023-11-22 00:00:00,,voluntary
pl_000119,pa_00083,cr_0027,ti_00058,2.54,cancelled,False,2023-09-25 00:00:00,2023-10-25 00:00:00,,voluntary
pl_000120,pa_00083,cr_0320,ti_00768,31.62,active,False,2023-10-15 00:00:00,,,
pl_000121,pa_00083,cr_0193,ti_00441,4.64,active,False,2023-10-15 00:00:00,,,
pl_000122,pa_00084,cr_0058,ti_00132,7.12,active,True,2023-02-02 00:00:00,,,
pl_000123,pa_00085,cr_0482,ti_01337,4.43,cancelled,True,2023-10-18 00:00:00,2024-04-15 00:00:00,,voluntary
pl_000124,pa_00086,cr_0145,ti_00330,2.58,cancelled,True,2024-01-15 00:00:00,2024-12-10 00:00:00,,payment_failed
pl_000125,pa_00087,cr_0177,ti_00404,14.96,cancelled,True,2023-07-11 00:00:00,2023-09-09 00:00:00,,voluntary
pl_000126,pa_00087,cr_0480,ti_01329,4.09,cancelled,False,2023-07-18 00:00:00,2023-11-15 00:00:00,,voluntary
pl_000127,pa_00088,cr_0091,ti_00206,9.12,active,True,2023-02-28 00:00:00,,,
pl_000128,pa_00088,cr_0085,ti_00193,3.47,active,False,2023-03-01 00:00:00,,,
pl_000129,pa_00088,cr_0193,ti_00442,13.96,active,False,2023-03-12 00:00:00,,,
pl_000130,pa_00089,cr_0493,ti_01382,11.16,cancelled,True,2024-02-24 00:00:00,2024-03-25 00:00:00,,payment_failed
pl_000131,pa_00089,cr_0071,ti_00160,4.93,cancelled,False,2024-03-01 00:00:00,2024-03-31 00:00:00,,creator_removed
pl_000132,pa_00090,cr_0172,ti_00393,4.44,cancelled,True,2023-04-12 00:00:00,2023-05-12 00:00:00,,payment_failed
pl_000133,pa_00091,cr_0255,ti_00591,4.99,active,True,2023-06-11 00:00:00,,,
pl_000134,pa_00092,cr_0452,ti_01217,4.48,cancelled,True,2024-02-24 00:00:00,2024-12-20 00:00:00,,voluntary
pl_000135,pa_00092,cr_0446,ti_01198,10.27,cancelled,False,2024-02-16 00:00:00,2024-08-14 00:00:00,,voluntary
pl_000136,pa_00093,cr_0066,ti_00149,4.0,cancelled,True,2023-04-21 00:00:00,2024-04-15 00:00:00,,payment_failed
pl_000137,pa_00093,cr_0274,ti_00636,2.35,active,False,2023-04-11 00:00:00,,,
pl_000138,pa_00093,cr_0178,ti_00405,4.02,cancelled,False,2023-04-29 00:00:00,2023-05-29 00:00:00,,voluntary
pl_000139,pa_00094,cr_0050,ti_00114,8.8,active,True,2024-03-05 00:00:00,,,
pl_000140,pa_00094,cr_0442,ti_01184,2.43,active,False,2024-03-07 00:00:00,,,
pl_000141,pa_00094,cr_0174,ti_00397,2.2,active,False,2024-03-12 00:00:00,,,
pl_000142,pa_00095,cr_0120,ti_00275,47.39,cancelled,True,2024-06-02 00:00:00,2024-12-29 00:00:00,,voluntary
pl_000143,pa_00096,cr_0200,ti_00457,10.54,cancelled,True,2023-07-21 00:00:00,2023-09-19 00:00:00,,payment_failed
pl_000144,pa_00097,cr_0149,ti_00338,3.75,cancelled,True,2023-01-23 00:00:00,2023-05-23 00:00:00,,voluntary
pl_000145,pa_00098,cr_0361,ti_00904,14.76,cancelled,True,2023-07-05 00:00:00,2023-10-03 00:00:00,,voluntary
pl_000146,pa_00099,cr_0238,ti_00548,2.62,cancelled,True,2023-01-23 00:00:00,2023-02-22 00:00:00,,voluntary
pl_000147,pa_00100,cr_0318,ti_00761,11.97,cancelled,True,2023-12-30 00:00:00,2024-01-29 00:00:00,,voluntary
pl_000148,pa_00101,cr_0179,ti_00408,3.57,cancelled,True,2023-09-30 00:00:00,2023-11-29 00:00:00,,payment_failed
pl_000149,pa_00101,cr_0494,ti_01386,10.63,cancelled,False,2023-09-24 00:00:00,2023-10-24 00:00:00,,voluntary
pl_000150,pa_00102,cr_0107,ti_00242,13.01,active,True,2023-02-24 00:00:00,,,
pl_000151,pa_00102,cr_0342,ti_00843,3.35,cancelled,False,2023-03-02 00:00:00,2024-01-26 00:00:00,,voluntary
pl_000152,pa_00103,cr_0190,ti_00434,2.89,cancelled,True,2023-03-06 00:00:00,2024-07-28 00:00:00,,voluntary
pl_000153,pa_00104,cr_0130,ti_00295,4.8,active,True,2023-03-30 00:00:00,,,
pl_000154,pa_00105,cr_0454,ti_01225,4.76,cancelled,True,2023-12-13 00:00:00,2024-02-11 00:00:00,,payment_failed
pl_000155,pa_00105,cr_0213,ti_00488,12.83,cancelled,False,2024-01-03 00:00:00,2024-07-31 00:00:00,,voluntary
pl_000156,pa_00105,cr_0283,ti_00659,4.22,cancelled,False,2023-12-18 00:00:00,2024-12-12 00:00:00,,voluntary
pl_000157,pa_00105,cr_0333,ti_00815,11.64,active,False,2023-12-28 00:00:00,,,
pl_000158,pa_00106,cr_0141,ti_00321,7.4,cancelled,True,2023-05-04 00:00:00,2023-06-03 00:00:00,,payment_failed
pl_000159,pa_00107,cr_0409,ti_01073,12.34,cancelled,True,2023-09-25 00:00:00,2023-10-25 00:00:00,,payment_failed
pl_000160,pa_00108,cr_0349,ti_00865,2.87,cancelled,True,2023-10-31 00:00:00,2024-06-27 00:00:00,,voluntary
pl_000161,pa_00109,cr_0121,ti_00276,2.42,active,True,2023-09-26 00:00:00,,,
pl_000162,pa_00110,cr_0426,ti_01129,8.34,cancelled,True,2023-06-30 00:00:00,2023-07-30 00:00:00,,creator_removed
pl_000163,pa_00111,cr_0114,ti_00260,11.61,cancelled,True,2023-05-15 00:00:00,2024-04-09 00:00:00,,payment_failed
pl_000164,pa_00112,cr_0404,ti_01055,3.22,cancelled,True,2023-06-16 00:00:00,2023-08-15 00:00:00,,voluntary
pl_000165,pa_00113,cr_0281,ti_00654,10.09,active,True,2023-01-10 00:00:00,,,
pl_000166,pa_00114,cr_0058,ti_00131,3.96,cancelled,True,2023-03-24 00:00:00,2023-08-21 00:00:00,,payment_failed
pl_000167,pa_00115,cr_0025,ti_00054,11.03,cancelled,True,2023-05-23 00:00:00,2024-10-14 00:00:00,,voluntary
pl_000168,pa_00116,cr_0411,ti_01081,45.99,cancelled,True,2023-08-15 00:00:00,2023-09-14 00:00:00,,payment_failed
pl_000169,pa_00117,cr_0388,ti_00995,2.41,cancelled,True,2023-05-17 00:00:00,2023-06-16 00:00:00,,payment_failed
pl_000170,pa_00117,cr_0247,ti_00572,13.34,cancelled,False,2023-06-03 00:00:00,2024-05-28 00:00:00,,creator_removed
pl_000171,pa_00117,cr_0418,ti_01102,2.51,active,False,2023-06-06 00:00:00,,,
pl_000172,pa_00118,cr_0072,ti_00162,2.65,cancelled,True,2023-02-10 00:00:00,2023-07-10 00:00:00,,voluntary
pl_000173,pa_00119,cr_0099,ti_00224,4.32,active,True,2024-04-02 00:00:00,,,
pl_000174,pa_00120,cr_0340,ti_00836,3.01,active,True,2023-07-09 00:00:00,,,
pl_000175,pa_00121,cr_0050,ti_00113,2.79,cancelled,True,2024-01-07 00:00:00,2024-02-06 00:00:00,,voluntary
pl_000176,pa_00122,cr_0372,ti_00943,13.07,active,True,2023-10-26 00:00:00,,,
pl_000177,pa_00123,cr_0016,ti_00034,4.6,cancelled,True,2023-10-04 00:00:00,2023-12-03 00:00:00,,voluntary
pl_000178,pa_00124,cr_0446,ti_01197,2.58,active,True,2023-10-24 00:00:00,,,
pl_000179,pa_00125,cr_0363,ti_00910,4.93,cancelled,True,2024-04-03 00:00:00,2024-08-31 00:00:00,,payment_failed
pl_000180,pa_00125,cr_0351,ti_00871,3.3,cancelled,False,2024-04-05 00:00:00,2024-05-05 00:00:00,,payment_failed
pl_000181,pa_00125,cr_0193,ti_00441,4.64,cancelled,False,2024-03-08 00:00:00,2024-04-07 00:00:00,,voluntary
pl_000182,pa_00125,cr_0257,ti_00596,13.02,active,False,2024-04-07 00:00:00,,,
pl_000183,pa_00126,cr_0034,ti_00076,11.89,cancelled,True,2023-08-06 00:00:00,2024-02-02 00:00:00,,voluntary
pl_000184,pa_00126,cr_0168,ti_00385,39.95,cancelled,False,2023-08-22 00:00:00,2023-09-21 00:00:00,,voluntary
pl_000185,pa_00127,cr_0426,ti_01128,4.63,cancelled,True,2023-11-24 00:00:00,2024-03-23 00:00:00,,payment_failed
pl_000186,pa_00127,cr_0304,ti_00712,3.52,cancelled,False,2023-12-07 00:00:00,2024-01-06 00:00:00,,payment_failed
pl_000187,pa_00128,cr_0460,ti_01249,4.85,cancelled,True,2023-07-20 00:00:00,2024-04-15 00:00:00,,payment_failed
pl_000188,pa_00129,cr_0474,ti_01306,9.0,cancelled,True,2023-08-03 00:00:00,2023-11-01 00:00:00,,voluntary
pl_000189,pa_00129,cr_0414,ti_01091,10.63,cancelled,False,2023-08-03 00:00:00,2024-07-28 00:00:00,,creator_removed
pl_000190,pa_00130,cr_0436,ti_01165,7.76,cancelled,True,2023-11-24 00:00:00,2024-12-18 00:00:00,,voluntary
pl_000191,pa_00130,cr_0396,ti_01027,12.91,active,False,2023-11-13 00:00:00,,,
pl_000192,pa_00131,cr_0455,ti_01232,106.86,cancelled,True,2023-04-09 00:00:00,2024-01-04 00:00:00,,voluntary
pl_000193,pa_00132,cr_0422,ti_01115,4.83,active,True,2023-12-31 00:00:00,,,
pl_000194,pa_00133,cr_0452,ti_01219,40.71,cancelled,True,2023-07-20 00:00:00,2023-11-17 00:00:00,,payment_failed
pl_000195,pa_00134,cr_0399,ti_01036,3.91,active,True,2023-02-15 00:00:00,,,
pl_000196,pa_00135,cr_0293,ti_00684,21.61,cancelled,True,2023-05-08 00:00:00,2023-06-07 00:00:00,,voluntary
pl_000197,pa_00136,cr_0444,ti_01192,28.08,cancelled,True,2024-04-12 00:00:00,2024-10-09 00:00:00,,payment_failed
pl_000198,pa_00137,cr_0096,ti_00216,3.5,active,True,2024-01-04 00:00:00,,,
pl_000199,pa_00138,cr_0069,ti_00157,12.62,cancelled,True,2023-04-26 00:00:00,2023-08-24 00:00:00,,payment_failed
pl_000200,pa_00138,cr_0193,ti_00441,4.64,cancelled,False,2023-04-20 00:00:00,2023-05-20 00:00:00,,voluntary
pl_000201,pa_00139,cr_0297,ti_00692,3.75,active,True,2023-02-24 00:00:00,,,
pl_000202,pa_00139,cr_0494,ti_01385,2.86,cancelled,False,2023-03-06 00:00:00,2023-10-02 00:00:00,,payment_failed
pl_000203,pa_00139,cr_0428,ti_01135,4.77,cancelled,False,2023-03-01 00:00:00,2023-05-30 00:00:00,,voluntary
pl_000204,pa_00140,cr_0360,ti_00900,2.39,active,True,2023-04-11 00:00:00,,,
pl_000205,pa_00141,cr_0193,ti_00441,4.64,cancelled,True,2023-04-23 00:00:00,2023-05-23 00:00:00,,voluntary
pl_000206,pa_00141,cr_0057,ti_00130,13.27,cancelled,False,2023-04-23 00:00:00,2023-07-22 00:00:00,,payment_failed
pl_000207,pa_00142,cr_0136,ti_00310,12.28,cancelled,True,2023-12-25 00:00:00,2024-01-24 00:00:00,,voluntary
pl_000208,pa_00142,cr_0118,ti_00269,3.37,cancelled,False,2023-12-06 00:00:00,2024-01-05 00:00:00,,voluntary
pl_000209,pa_00143,cr_0061,ti_00138,3.71,cancelled,True,2024-02-22 00:00:00,2024-07-21 00:00:00,,payment_failed
pl_000210,pa_00144,cr_0498,ti_01401,2.95,cancelled,True,2023-05-03 00:00:00,2024-02-27 00:00:00,,payment_failed
pl_000211,pa_00144,cr_0152,ti_00347,14.94,active,False,2023-04-27 00:00:00,,,
pl_000212,pa_00144,cr_0066,ti_00149,4.0,active,False,2023-05-07 00:00:00,,,
pl_000213,pa_00145,cr_0317,ti_00757,3.7,cancelled,True,2023-06-09 00:00:00,2023-07-09 00:00:00,,voluntary
pl_000214,pa_00146,cr_0174,ti_00397,2.2,active,True,2023-08-08 00:00:00,,,
pl_000215,pa_00146,cr_0471,ti_01296,101.71,active,False,2023-08-17 00:00:00,,,
pl_000216,pa_00146,cr_0131,ti_00299,13.6,cancelled,False,2023-09-04 00:00:00,2024-07-30 00:00:00,,voluntary
pl_000217,pa_00147,cr_0319,ti_00763,3.46,cancelled,True,2023-12-05 00:00:00,2024-06-02 00:00:00,,voluntary
pl_000218,pa_00147,cr_0477,ti_01320,105.48,cancelled,False,2023-11-21 00:00:00,2024-01-20 00:00:00,,payment_failed
pl_000219,pa_00148,cr_0058,ti_00131,3.96,active,True,2023-05-17 00:00:00,,,
pl_000220,pa_00149,cr_0057,ti_00130,13.27,cancelled,True,2023-08-29 00:00:00,2024-05-25 00:00:00,,voluntary
pl_000221,pa_00150,cr_0439,ti_01173,4.53,cancelled,True,2023-06-08 00:00:00,2023-07-08 00:00:00,,voluntary
pl_000222,pa_00151,cr_0459,ti_01245,2.15,cancelled,True,2023-04-08 00:00:00,2024-11-28 00:00:00,,voluntary
pl_000223,pa_00152,cr_0045,ti_00103,3.17,cancelled,True,2024-01-26 00:00:00,2024-02-25 00:00:00,,voluntary
pl_000224,pa_00152,cr_0463,ti_01261,3.81,cancelled,False,2024-01-21 00:00:00,2024-02-20 00:00:00,,payment_failed
pl_000225,pa_00153,cr_0145,ti_00331,13.97,cancelled,True,2024-03-10 00:00:00,2024-06-08 00:00:00,,payment_failed
